_time,uuid,type,count,avg_time_ms,interval,info
1612097898,196a3838-00b8-497c-bcf9-e5a46301a7d3,metric,464152,0.022,10,
1612097908,196a3838-00b8-497c-bcf9-e5a46301a7d3,metric,463160,0.022,10,
1612097918,196a3838-00b8-497c-bcf9-e5a46301a7d3,metric,485084,0.021,10,
1612097928,196a3838-00b8-497c-bcf9-e5a46301a7d3,metric,509188,0.020,10,
1612097938,196a3838-00b8-497c-bcf9-e5a46301a7d3,metric,532589,0.019,10,
1612097948,196a3838-00b8-497c-bcf9-e5a46301a7d3,metric,523759,0.019,10,
1612097958,196a3838-00b8-497c-bcf9-e5a46301a7d3,metric,522515,0.019,10,
1612097968,196a3838-00b8-497c-bcf9-e5a46301a7d3,metric,531573,0.019,10,
1612097978,196a3838-00b8-497c-bcf9-e5a46301a7d3,metric,522685,0.019,10,
1612097988,196a3838-00b8-497c-bcf9-e5a46301a7d3,metric,519770,0.019,10,
1612097998,196a3838-00b8-497c-bcf9-e5a46301a7d3,metric,533145,0.019,10,
1612098008,196a3838-00b8-497c-bcf9-e5a46301a7d3,metric,506453,0.020,10,
1612098018,196a3838-00b8-497c-bcf9-e5a46301a7d3,metric,515295,0.019,10,
1612098028,196a3838-00b8-497c-bcf9-e5a46301a7d3,metric,437230,0.023,10,
1612098038,196a3838-00b8-497c-bcf9-e5a46301a7d3,metric,519122,0.019,10,
1612098048,196a3838-00b8-497c-bcf9-e5a46301a7d3,metric,527790,0.019,10,
1612098058,196a3838-00b8-497c-bcf9-e5a46301a7d3,metric,525212,0.019,10,
1612098068,196a3838-00b8-497c-bcf9-e5a46301a7d3,metric,525504,0.019,10,
1612098078,196a3838-00b8-497c-bcf9-e5a46301a7d3,metric,509828,0.020,10,
1612098088,196a3838-00b8-497c-bcf9-e5a46301a7d3,metric,524118,0.019,10,
1612098098,196a3838-00b8-497c-bcf9-e5a46301a7d3,metric,512583,0.020,10,
1612098108,196a3838-00b8-497c-bcf9-e5a46301a7d3,metric,529697,0.019,10,
1612098118,196a3838-00b8-497c-bcf9-e5a46301a7d3,metric,530911,0.019,10,
1612098128,196a3838-00b8-497c-bcf9-e5a46301a7d3,metric,510238,0.020,10,
1612098138,196a3838-00b8-497c-bcf9-e5a46301a7d3,metric,524989,0.019,10,
1612098148,196a3838-00b8-497c-bcf9-e5a46301a7d3,metric,524312,0.019,10,
1612098158,196a3838-00b8-497c-bcf9-e5a46301a7d3,metric,515741,0.019,10,
1612098168,196a3838-00b8-497c-bcf9-e5a46301a7d3,metric,497362,0.020,10,
1612098178,196a3838-00b8-497c-bcf9-e5a46301a7d3,metric,467601,0.021,10,
1612098188,196a3838-00b8-497c-bcf9-e5a46301a7d3,metric,467213,0.021,10,
1612098198,196a3838-00b8-497c-bcf9-e5a46301a7d3,metric,467498,0.021,10,
1612098208,196a3838-00b8-497c-bcf9-e5a46301a7d3,metric,462029,0.022,10,
1612098218,196a3838-00b8-497c-bcf9-e5a46301a7d3,metric,526836,0.019,10,
1612098218,196a3838-00b8-497c-bcf9-e5a46301a7d3,end,,,
1612099695,bab61d02-47b5-4a94-a91d-fd5e0d92723f,start,,,,systemd-resolved: type=native secs=600  threads=1
1612099705,bab61d02-47b5-4a94-a91d-fd5e0d92723f,metric,40445,0.247,10,
1612099715,bab61d02-47b5-4a94-a91d-fd5e0d92723f,metric,42074,0.238,10,
1612099725,bab61d02-47b5-4a94-a91d-fd5e0d92723f,metric,42842,0.233,10,
1612099735,bab61d02-47b5-4a94-a91d-fd5e0d92723f,metric,42858,0.233,10,
1612099745,bab61d02-47b5-4a94-a91d-fd5e0d92723f,metric,41424,0.241,10,
1612099755,bab61d02-47b5-4a94-a91d-fd5e0d92723f,metric,40405,0.247,10,
1612099765,bab61d02-47b5-4a94-a91d-fd5e0d92723f,metric,39769,0.251,10,
1612099775,bab61d02-47b5-4a94-a91d-fd5e0d92723f,metric,40187,0.249,10,
1612099785,bab61d02-47b5-4a94-a91d-fd5e0d92723f,metric,39146,0.255,10,
1612099795,bab61d02-47b5-4a94-a91d-fd5e0d92723f,metric,40935,0.244,10,
1612099805,bab61d02-47b5-4a94-a91d-fd5e0d92723f,metric,40292,0.248,10,
1612099815,bab61d02-47b5-4a94-a91d-fd5e0d92723f,metric,41960,0.238,10,
1612099825,bab61d02-47b5-4a94-a91d-fd5e0d92723f,metric,41387,0.242,10,
1612099835,bab61d02-47b5-4a94-a91d-fd5e0d92723f,metric,42533,0.235,10,
1612099845,bab61d02-47b5-4a94-a91d-fd5e0d92723f,metric,42682,0.234,10,
1612099855,bab61d02-47b5-4a94-a91d-fd5e0d92723f,metric,42581,0.235,10,
1612099865,bab61d02-47b5-4a94-a91d-fd5e0d92723f,metric,38079,0.263,10,
1612099875,bab61d02-47b5-4a94-a91d-fd5e0d92723f,metric,42730,0.234,10,
1612099885,bab61d02-47b5-4a94-a91d-fd5e0d92723f,metric,42667,0.234,10,
1612099895,bab61d02-47b5-4a94-a91d-fd5e0d92723f,metric,38045,0.263,10,
1612099905,bab61d02-47b5-4a94-a91d-fd5e0d92723f,metric,42843,0.233,10,
1612099915,bab61d02-47b5-4a94-a91d-fd5e0d92723f,metric,40730,0.246,10,
1612099925,bab61d02-47b5-4a94-a91d-fd5e0d92723f,metric,42697,0.234,10,
1612099935,bab61d02-47b5-4a94-a91d-fd5e0d92723f,metric,42453,0.236,10,
1612099945,bab61d02-47b5-4a94-a91d-fd5e0d92723f,metric,42647,0.234,10,
1612099955,bab61d02-47b5-4a94-a91d-fd5e0d92723f,metric,40158,0.249,10,
1612099965,bab61d02-47b5-4a94-a91d-fd5e0d92723f,metric,42686,0.234,10,
1612099975,bab61d02-47b5-4a94-a91d-fd5e0d92723f,metric,42926,0.233,10,
1612099985,bab61d02-47b5-4a94-a91d-fd5e0d92723f,metric,42794,0.234,10,
1612099995,bab61d02-47b5-4a94-a91d-fd5e0d92723f,metric,42758,0.234,10,
1612100005,bab61d02-47b5-4a94-a91d-fd5e0d92723f,metric,42814,0.234,10,
1612100015,bab61d02-47b5-4a94-a91d-fd5e0d92723f,metric,42672,0.234,10,
1612100025,bab61d02-47b5-4a94-a91d-fd5e0d92723f,metric,42230,0.237,10,
1612100035,bab61d02-47b5-4a94-a91d-fd5e0d92723f,metric,42805,0.234,10,
1612100045,bab61d02-47b5-4a94-a91d-fd5e0d92723f,metric,42816,0.234,10,
1612100055,bab61d02-47b5-4a94-a91d-fd5e0d92723f,metric,42820,0.234,10,
1612100065,bab61d02-47b5-4a94-a91d-fd5e0d92723f,metric,42468,0.235,10,
1612100075,bab61d02-47b5-4a94-a91d-fd5e0d92723f,metric,42683,0.234,10,
1612100085,bab61d02-47b5-4a94-a91d-fd5e0d92723f,metric,42180,0.237,10,
1612100095,bab61d02-47b5-4a94-a91d-fd5e0d92723f,metric,42722,0.234,10,
1612100105,bab61d02-47b5-4a94-a91d-fd5e0d92723f,metric,42490,0.235,10,
1612100115,bab61d02-47b5-4a94-a91d-fd5e0d92723f,metric,42561,0.235,10,
1612100125,bab61d02-47b5-4a94-a91d-fd5e0d92723f,metric,42622,0.235,10,
1612100135,bab61d02-47b5-4a94-a91d-fd5e0d92723f,metric,41598,0.240,10,
1612100145,bab61d02-47b5-4a94-a91d-fd5e0d92723f,metric,40482,0.247,10,
1612100155,bab61d02-47b5-4a94-a91d-fd5e0d92723f,metric,37794,0.265,10,
1612100165,bab61d02-47b5-4a94-a91d-fd5e0d92723f,metric,41203,0.243,10,
1612100175,bab61d02-47b5-4a94-a91d-fd5e0d92723f,metric,41880,0.239,10,
1612100185,bab61d02-47b5-4a94-a91d-fd5e0d92723f,metric,42106,0.237,10,
1612100195,bab61d02-47b5-4a94-a91d-fd5e0d92723f,metric,42369,0.236,10,
1612100205,bab61d02-47b5-4a94-a91d-fd5e0d92723f,metric,42467,0.235,10,
1612100215,bab61d02-47b5-4a94-a91d-fd5e0d92723f,metric,42468,0.235,10,
1612100225,bab61d02-47b5-4a94-a91d-fd5e0d92723f,metric,41640,0.240,10,
1612100235,bab61d02-47b5-4a94-a91d-fd5e0d92723f,metric,41182,0.243,10,
1612100245,bab61d02-47b5-4a94-a91d-fd5e0d92723f,metric,41602,0.240,10,
1612100255,bab61d02-47b5-4a94-a91d-fd5e0d92723f,metric,41734,0.240,10,
1612100265,bab61d02-47b5-4a94-a91d-fd5e0d92723f,metric,41768,0.239,10,
1612100275,bab61d02-47b5-4a94-a91d-fd5e0d92723f,metric,41569,0.241,10,
1612100285,bab61d02-47b5-4a94-a91d-fd5e0d92723f,metric,41881,0.239,10,
1612100295,bab61d02-47b5-4a94-a91d-fd5e0d92723f,metric,41948,0.238,10,
1612100295,bab61d02-47b5-4a94-a91d-fd5e0d92723f,end,,,
1612270179,2b771aed-f4ac-4ead-a370-c2650e53d8d1,start,,,,nscd: type=native secs=600   threads=12
1612270189,2b771aed-f4ac-4ead-a370-c2650e53d8d1,metric,2746107,0.004,10,
1612270199,2b771aed-f4ac-4ead-a370-c2650e53d8d1,metric,2614321,0.004,10,
1612270209,2b771aed-f4ac-4ead-a370-c2650e53d8d1,metric,2474931,0.004,10,
1612270219,2b771aed-f4ac-4ead-a370-c2650e53d8d1,metric,2664604,0.004,10,
1612270229,2b771aed-f4ac-4ead-a370-c2650e53d8d1,metric,2784778,0.004,10,
1612270239,2b771aed-f4ac-4ead-a370-c2650e53d8d1,metric,2794599,0.004,10,
1612270249,2b771aed-f4ac-4ead-a370-c2650e53d8d1,metric,2824324,0.004,10,
1612270259,2b771aed-f4ac-4ead-a370-c2650e53d8d1,metric,2719919,0.004,10,
1612270269,2b771aed-f4ac-4ead-a370-c2650e53d8d1,metric,2660158,0.004,10,
1612270279,2b771aed-f4ac-4ead-a370-c2650e53d8d1,metric,2707543,0.004,10,
1612270289,2b771aed-f4ac-4ead-a370-c2650e53d8d1,metric,2760029,0.004,10,
1612270299,2b771aed-f4ac-4ead-a370-c2650e53d8d1,metric,2813877,0.004,10,
1612270309,2b771aed-f4ac-4ead-a370-c2650e53d8d1,metric,2787184,0.004,10,
1612270319,2b771aed-f4ac-4ead-a370-c2650e53d8d1,metric,2499712,0.004,10,
1612270329,2b771aed-f4ac-4ead-a370-c2650e53d8d1,metric,2627493,0.004,10,
1612270339,2b771aed-f4ac-4ead-a370-c2650e53d8d1,metric,2711633,0.004,10,
1612270349,2b771aed-f4ac-4ead-a370-c2650e53d8d1,metric,2467046,0.004,10,
1612270359,2b771aed-f4ac-4ead-a370-c2650e53d8d1,metric,2638900,0.004,10,
1612270369,2b771aed-f4ac-4ead-a370-c2650e53d8d1,metric,2581682,0.004,10,
1612270379,2b771aed-f4ac-4ead-a370-c2650e53d8d1,metric,2774905,0.004,10,
1612270389,2b771aed-f4ac-4ead-a370-c2650e53d8d1,metric,2799101,0.004,10,
1612270399,2b771aed-f4ac-4ead-a370-c2650e53d8d1,metric,2733618,0.004,10,
1612270409,2b771aed-f4ac-4ead-a370-c2650e53d8d1,metric,2343319,0.004,10,
1612270419,2b771aed-f4ac-4ead-a370-c2650e53d8d1,metric,2363204,0.004,10,
1612270429,2b771aed-f4ac-4ead-a370-c2650e53d8d1,metric,2386068,0.004,10,
1612270439,2b771aed-f4ac-4ead-a370-c2650e53d8d1,metric,2485289,0.004,10,
1612270449,2b771aed-f4ac-4ead-a370-c2650e53d8d1,metric,2473999,0.004,10,
1612270459,2b771aed-f4ac-4ead-a370-c2650e53d8d1,metric,2580752,0.004,10,
1612270469,2b771aed-f4ac-4ead-a370-c2650e53d8d1,metric,2424603,0.004,10,
1612270479,2b771aed-f4ac-4ead-a370-c2650e53d8d1,metric,2382346,0.004,10,
1612270489,2b771aed-f4ac-4ead-a370-c2650e53d8d1,metric,2536793,0.004,10,
1612270499,2b771aed-f4ac-4ead-a370-c2650e53d8d1,metric,2578339,0.004,10,
1612270509,2b771aed-f4ac-4ead-a370-c2650e53d8d1,metric,2472128,0.004,10,
1612270519,2b771aed-f4ac-4ead-a370-c2650e53d8d1,metric,2457914,0.004,10,
1612270529,2b771aed-f4ac-4ead-a370-c2650e53d8d1,metric,2440352,0.004,10,
1612270539,2b771aed-f4ac-4ead-a370-c2650e53d8d1,metric,2395749,0.004,10,
1612270549,2b771aed-f4ac-4ead-a370-c2650e53d8d1,metric,2528354,0.004,10,
1612270559,2b771aed-f4ac-4ead-a370-c2650e53d8d1,metric,2515034,0.004,10,
1612270569,2b771aed-f4ac-4ead-a370-c2650e53d8d1,metric,2473943,0.004,10,
1612270579,2b771aed-f4ac-4ead-a370-c2650e53d8d1,metric,2478048,0.004,10,
1612270589,2b771aed-f4ac-4ead-a370-c2650e53d8d1,metric,2416856,0.004,10,
1612270599,2b771aed-f4ac-4ead-a370-c2650e53d8d1,metric,2453865,0.004,10,
1612270609,2b771aed-f4ac-4ead-a370-c2650e53d8d1,metric,2420640,0.004,10,
1612270619,2b771aed-f4ac-4ead-a370-c2650e53d8d1,metric,2499334,0.004,10,
1612270629,2b771aed-f4ac-4ead-a370-c2650e53d8d1,metric,2484708,0.004,10,
1612270639,2b771aed-f4ac-4ead-a370-c2650e53d8d1,metric,2587604,0.004,10,
1612270649,2b771aed-f4ac-4ead-a370-c2650e53d8d1,metric,2585424,0.004,10,
1612270659,2b771aed-f4ac-4ead-a370-c2650e53d8d1,metric,2628699,0.004,10,
1612270669,2b771aed-f4ac-4ead-a370-c2650e53d8d1,metric,2556832,0.004,10,
1612270679,2b771aed-f4ac-4ead-a370-c2650e53d8d1,metric,2553807,0.004,10,
1612270689,2b771aed-f4ac-4ead-a370-c2650e53d8d1,metric,2674032,0.004,10,
1612270699,2b771aed-f4ac-4ead-a370-c2650e53d8d1,metric,2556504,0.004,10,
1612270709,2b771aed-f4ac-4ead-a370-c2650e53d8d1,metric,2588350,0.004,10,
1612270719,2b771aed-f4ac-4ead-a370-c2650e53d8d1,metric,2503303,0.004,10,
1612270729,2b771aed-f4ac-4ead-a370-c2650e53d8d1,metric,2388425,0.004,10,
1612270739,2b771aed-f4ac-4ead-a370-c2650e53d8d1,metric,2624367,0.004,10,
1612270749,2b771aed-f4ac-4ead-a370-c2650e53d8d1,metric,2873523,0.003,10,
1612270759,2b771aed-f4ac-4ead-a370-c2650e53d8d1,metric,2773786,0.004,10,
1612270769,2b771aed-f4ac-4ead-a370-c2650e53d8d1,metric,2688233,0.004,10,
1612270779,2b771aed-f4ac-4ead-a370-c2650e53d8d1,metric,2916037,0.003,10,
1612270779,2b771aed-f4ac-4ead-a370-c2650e53d8d1,end,,,
1612271266,b45fa1d1-5e3a-477b-acfd-99725e6811d8,start,,,,systemd-resolved: type=native secs=600  threads=12
1612271276,b45fa1d1-5e3a-477b-acfd-99725e6811d8,metric,493865,0.020,10,
1612271286,b45fa1d1-5e3a-477b-acfd-99725e6811d8,metric,496359,0.020,10,
1612271296,b45fa1d1-5e3a-477b-acfd-99725e6811d8,metric,501789,0.020,10,
1612271306,b45fa1d1-5e3a-477b-acfd-99725e6811d8,metric,501675,0.020,10,
1612271316,b45fa1d1-5e3a-477b-acfd-99725e6811d8,metric,496238,0.020,10,
1612271326,b45fa1d1-5e3a-477b-acfd-99725e6811d8,metric,446734,0.022,10,
1612271336,b45fa1d1-5e3a-477b-acfd-99725e6811d8,metric,440943,0.023,10,
1612271346,b45fa1d1-5e3a-477b-acfd-99725e6811d8,metric,451538,0.022,10,
1612271356,b45fa1d1-5e3a-477b-acfd-99725e6811d8,metric,472288,0.021,10,
1612271366,b45fa1d1-5e3a-477b-acfd-99725e6811d8,metric,493909,0.020,10,
1612271376,b45fa1d1-5e3a-477b-acfd-99725e6811d8,metric,493048,0.020,10,
1612271386,b45fa1d1-5e3a-477b-acfd-99725e6811d8,metric,495072,0.020,10,
1612271396,b45fa1d1-5e3a-477b-acfd-99725e6811d8,metric,497532,0.020,10,
1612271406,b45fa1d1-5e3a-477b-acfd-99725e6811d8,metric,458818,0.022,10,
1612271416,b45fa1d1-5e3a-477b-acfd-99725e6811d8,metric,490632,0.020,10,
1612271426,b45fa1d1-5e3a-477b-acfd-99725e6811d8,metric,464028,0.022,10,
1612271436,b45fa1d1-5e3a-477b-acfd-99725e6811d8,metric,487287,0.021,10,
1612271446,b45fa1d1-5e3a-477b-acfd-99725e6811d8,metric,474516,0.021,10,
1612271456,b45fa1d1-5e3a-477b-acfd-99725e6811d8,metric,476463,0.021,10,
1612271466,b45fa1d1-5e3a-477b-acfd-99725e6811d8,metric,474009,0.021,10,
1612271476,b45fa1d1-5e3a-477b-acfd-99725e6811d8,metric,467914,0.021,10,
1612271486,b45fa1d1-5e3a-477b-acfd-99725e6811d8,metric,480035,0.021,10,
1612271496,b45fa1d1-5e3a-477b-acfd-99725e6811d8,metric,470768,0.021,10,
1612271506,b45fa1d1-5e3a-477b-acfd-99725e6811d8,metric,487015,0.021,10,
1612271516,b45fa1d1-5e3a-477b-acfd-99725e6811d8,metric,491635,0.020,10,
1612271526,b45fa1d1-5e3a-477b-acfd-99725e6811d8,metric,486139,0.021,10,
1612271536,b45fa1d1-5e3a-477b-acfd-99725e6811d8,metric,482677,0.021,10,
1612271546,b45fa1d1-5e3a-477b-acfd-99725e6811d8,metric,476128,0.021,10,
1612271556,b45fa1d1-5e3a-477b-acfd-99725e6811d8,metric,480112,0.021,10,
1612271566,b45fa1d1-5e3a-477b-acfd-99725e6811d8,metric,473257,0.021,10,
1612271576,b45fa1d1-5e3a-477b-acfd-99725e6811d8,metric,475692,0.021,10,
1612271586,b45fa1d1-5e3a-477b-acfd-99725e6811d8,metric,494943,0.020,10,
1612271596,b45fa1d1-5e3a-477b-acfd-99725e6811d8,metric,492091,0.020,10,
1612271606,b45fa1d1-5e3a-477b-acfd-99725e6811d8,metric,492572,0.020,10,
1612271616,b45fa1d1-5e3a-477b-acfd-99725e6811d8,metric,493431,0.020,10,
1612271626,b45fa1d1-5e3a-477b-acfd-99725e6811d8,metric,473203,0.021,10,
1612271636,b45fa1d1-5e3a-477b-acfd-99725e6811d8,metric,453985,0.022,10,
1612271646,b45fa1d1-5e3a-477b-acfd-99725e6811d8,metric,467252,0.021,10,
1612271656,b45fa1d1-5e3a-477b-acfd-99725e6811d8,metric,491945,0.020,10,
1612271666,b45fa1d1-5e3a-477b-acfd-99725e6811d8,metric,485718,0.021,10,
1612271676,b45fa1d1-5e3a-477b-acfd-99725e6811d8,metric,438782,0.023,10,
1612271686,b45fa1d1-5e3a-477b-acfd-99725e6811d8,metric,495041,0.020,10,
1612271696,b45fa1d1-5e3a-477b-acfd-99725e6811d8,metric,497899,0.020,10,
1612271706,b45fa1d1-5e3a-477b-acfd-99725e6811d8,metric,492810,0.020,10,
1612271716,b45fa1d1-5e3a-477b-acfd-99725e6811d8,metric,496247,0.020,10,
1612271726,b45fa1d1-5e3a-477b-acfd-99725e6811d8,metric,495218,0.020,10,
1612271736,b45fa1d1-5e3a-477b-acfd-99725e6811d8,metric,462121,0.022,10,
1612271746,b45fa1d1-5e3a-477b-acfd-99725e6811d8,metric,478673,0.021,10,
1612271756,b45fa1d1-5e3a-477b-acfd-99725e6811d8,metric,446022,0.022,10,
1612271766,b45fa1d1-5e3a-477b-acfd-99725e6811d8,metric,487981,0.020,10,
1612271776,b45fa1d1-5e3a-477b-acfd-99725e6811d8,metric,500714,0.020,10,
1612271786,b45fa1d1-5e3a-477b-acfd-99725e6811d8,metric,488878,0.020,10,
1612271796,b45fa1d1-5e3a-477b-acfd-99725e6811d8,metric,472071,0.021,10,
1612271806,b45fa1d1-5e3a-477b-acfd-99725e6811d8,metric,468095,0.021,10,
1612271816,b45fa1d1-5e3a-477b-acfd-99725e6811d8,metric,456907,0.022,10,
1612271826,b45fa1d1-5e3a-477b-acfd-99725e6811d8,metric,482989,0.021,10,
1612271836,b45fa1d1-5e3a-477b-acfd-99725e6811d8,metric,461538,0.022,10,
1612271846,b45fa1d1-5e3a-477b-acfd-99725e6811d8,metric,477328,0.021,10,
1612271856,b45fa1d1-5e3a-477b-acfd-99725e6811d8,metric,467406,0.021,10,
1612271866,b45fa1d1-5e3a-477b-acfd-99725e6811d8,metric,458792,0.022,10,
1612271866,b45fa1d1-5e3a-477b-acfd-99725e6811d8,end,,,
